Logo,Title,Location,Company,Description,ApplyLink,Job_type
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/4dcc3000.jpeg=s64x64,Customer Service Retention Specialist,"San Diego, CA",Sedona Staffing San Diego,Call Center - Customer Care Retention in Rancho Bernardo CA Long Term potential Temp to Hire Order # 197736 This position will include: Taking incoming calls and assessing issues and problem solving ...,https://www.ziprecruiter.com/jobs/lawson-products-25547512/sales-representative-871b2e6c?lvk=AtjydMkIEnn_sWGeCcyAeg.--LnRCrRea7,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/8485ae51.jpeg=s64x64,Outside Sales Professional,"Escondido, CA",Terminix,"For more than 85 years, Terminix has built a reputation as one of the nations leading providers of termite and pest control services, safeguarding over 3 million homes and businesses against all ...",https://click.appcast.io/track/5hr1xr4?cs=hza&exch=16&jg=30te&bid=iyI6yvVMA6BOeF8aWQ6MIw==&cid=63f9daa5-ed6c-447e-88fd-1879e471a87f,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/362e26e6.png=s64x64,Shipping and Receiving Associate/Warehouse,"Vista, CA",PrideStaff,"PrideStaff is NOW hiring Shipping/Receiving/ Warehouse Associates for a growing Manufacturing company in Vista, CA. We are looking for a Highly Energetic Shipping/Receiving Warehouse Associates to ...",https://click.appcast.io/track/60rxwd2?cs=1w&jg=25xb&bid=QxH16uPCf4n_gjg09iqDlw==&cid=6466e9fc-9a13-4b0b-bc93-e94c7a3f683a,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representative,"Murrieta, California",Big B's Plumbing,"Who we are You're the best and you want to join a team that appreciates you, where you can create your own opportunities. We keep on growing because we only hire the best, and our customers love us ...",https://schneiderjobs.com/search-driving-jobs/details/201625?source=JobTarget%20via%20ZipRecruiter&utm_source=JobTarget&utm_medium=ZipRecruiter&utm_campaign=Class%20A%20CDL%20-%20Dedicated%20Truck%20Driver%20Nissan%20(201625-CALIFORNIA-TEMECULA)&src=JB-13120&_jtochash=6eWPMyfrPm4BsorzTBOGD&_jtocprof=9amkc9b65K_JaCqkhqVdpCwMeL1LPYeD,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/a1097c21.png=s64x64,Sales Support Specialist - 12199,"Escondido, CA",TalentZok,"Sales Support Specialist - TalentZok OVERVIEW Are you looking for a new career opportunity with an exciting company?! Then we have got the right team for you! In this role, you are responsible for ...",https://click.appcast.io/track/5pw658b?cs=1w&jg=25xb&bid=QxH16uPCf4n_gjg09iqDlw==&cid=215a9e55-3eb3-4eb8-a50f-3d9c688f0b40,Contractor
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Client Support Manager,"San Diego, CA","Talentry, LLC","Client Support Manager IVD Systems - Direct Hire San Diego, CA Talentry is looking for a Sr. Customer Support Manager to manage the implementation, functioning, maintenance, upgrade, training, and ...",https://click.appcast.io/track/4ush14q?cs=ia0,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Retail Solar Sales Representative,"Vista, CA",Sunrun,"Overview: Are you looking for a fast-paced role where you can combine your revenue-generating, go-getting mindset with the ability to help people save money? If so, we'd like you to join our Solar ...",https://drive4pride.com/?utm_source=ziprecruiter&utm_medium=cpc&utm_campaign=hn_2mp_cd_solo_ca_ziprecruiter&r=leadflex_zip_cd_solo&id=37283-224-522089747,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representative | Escalations Specialist,"San Diego, CA",Ultimate Staffing,"The Customer Service Specialist acts as a liaison between customers and the company. Responsibilities: This role will be responsible for gathering information, researching, communicating, and ...",https://www.ziprecruiter.com/jobs/local-essential-business-7c264bbf/csr-customer-service-representative-ft-pt-33a85250?lvk=p480anmugXsMp93irOAMRQ.--LoDQFEBYZ,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,"Truck Driver - Quality Home Time - Average $1,400/Week","Vista, CA","Ryder - Fontana, CA","Ryder is Hiring Class A Support Drivers Quality Home Time - Average $1,400 per Week Ryder is a commercial transportation, logistics, and supply chain management solutions company in business for over ...",https://www.ziprecruiter.com/jobs/marten-transport-b2aed4c6/truck-driving-jobs-dry-van-avg-58-cpm-1-000-wk-or-more-799ddb6b?lvk=cvooRgDp2YeDqfI3CtsXIQ.--LoDpbhqOk,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,"Sr. Director, Customer Care","Vista, CA",DJO,: The Customer Care Leader will be a key member of the Bracing & Supports and Recovery Sciences Leadership teams within DJO Global with additional leadership support for international businesses in ...,https://www.ziprecruiter.com/jobs/lincoln-heritage-life-insurance-company-0b169995/life-insurance-sales-agent-free-exclusive-tv-leads-3f2d5555?lvk=9YgMhTOpYJDAVuvmP8XItQ.--Lnkl4IgFV,
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Inside Sales Representative,"Rancho Santa Fe, CA",SelectQuote,"Who We Are: As a sales agent with SelectQuote Auto & Home, you will speak to people who have responded to a variety of marketing campaigns, conduct an extensive needs analysis with these customers ...",https://www.ziprecruiter.com/jobs/farmers-insurance-14238eb1/customer-service-representative-1fdcf478?lvk=5Qiq_9EN_N6g-X27OngkGg.--LnGNXw_Oo,
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/1915a8b6.jpeg=s64x64,FUN ENERGETIC people wanted - customer service - immediate hire!!,"Santa Ana, CA",Lear Solutions INC,"Do you love making a difference, but also want a dynamic and fun career? Look no further! Lear Marketing is the leading direct marketing and promotions company in Santa Ana. Due to our recent ...",https://www.ziprecruiter.com/jobs/m-s-international-22691712/shipping-and-receiving-e8b83ee2?lvk=9CoEvI66ty8R0P38YsvzMQ.--LnighiMLg,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Dealership Mechanic,"Murrieta, CA",CarMax,"4001 - Murrieta Auction - 25560 Madison Ave, Murrieta, California, 92563 CarMax, the way your career should be! Tune up your skills in vehicle repair and build a great career If you want to learn how ...",https://www.ziprecruiter.com/jobs/american-zettler-93027c89/customer-service-representative-20eb74e6?lvk=d8AjGa1zsJNcOh0VJpi5fw.--LnVDSvP6o,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,CDS Part Time Product Demonstrator,"Vista, CA",Advantage Solutions,"CDS Part Time Product Demonstrator Are you outgoing and enthusiastic about interacting with people? If promoting the best brands to today's shoppers sounds appealing, then Club Demonstration Services ...",https://click.appcast.io/track/5m7n6ix?cs=2h&jg=jfr&bid=6SfCT6uWOcjrCLQdQmg2WA==&cid=372b33ab-04aa-4c9a-af28-dfca939222ba,Part-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/a1097c21.png=s64x64,Admin Support Coordinator - 12246,"Carlsbad, CA",TalentZok,"WMS Support Coordinator - TalentZok OVERVIEW Are you looking for a new career opportunity with an exciting company?! Then we've got the right team for you! In this role, you're responsible for the ...",https://www.ziprecruiter.com/jobs/blackstone-gaming-bef19627/15-17-hour-customer-service-associate-now-hiring-53302055?lvk=2G_QRTSMGRZjfr_yqa98Kw.--LmgNwuhW3,Contractor
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,OTR Solo CDL Drivers,"Temecula, CA",Pacific Logistics Corp,: Great Opportunities for Southern CA based Solo CDL drivers for OTR positions Call (855) 348-4671 and ask for our recruiter! Generous Pay and Benefits package for Southern CA based Solo drivers Solo ...,https://www.ziprecruiter.com/jobs/lincoln-military-housing-21a7e464/customer-care-representative-e87834bb?lvk=L43EEhY_if8t8ZJqDhmqrw.--LnKZ4qGFs,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/be8e4629.jpeg=s64x64,Corporate Customer Service Opportunity - Medical Devices,"Vista, CA",Advanced Resources,"Client: Disclosed on Phone Call with me Duration: Initially approx. 12 month Job #: 5847 Level: Entry to 1-2 year experience ideally Target Rate: 13/hour on a W2 Eligibility: W2 Only, No C2C Local ...",https://www.ziprecruiter.com/jobs/ajilon-17e5bb67/customer-service-rep-7bdda20c?lvk=lgrxBIJ-sl08rK7idcA87Q.--Lo6DIQVmV,Contractor
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,"Truck Driver - Home Daily or Weekly - Average Up to $1,500/Week","Carlsbad, CA",Marten Transport - West,"Truck Driving Jobs - Up to $1,500 Weekly! Average 65 CPM! CDL A Truck Drivers - Marten has great dedicated, regional, and OTR opportunities in the West where you can get home daily or weekly ...",https://www.ziprecruiter.com/jobs/actenviro-598b73e4/operations-service-representative-hazmat-industry-78b49bed?lvk=vluu53lx7webwh2WPPVgvA.--Lnupo73TJ,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Security Officer in Carlsbad,"Solana Beach, CA",Allied Universal,"At Allied Universal® our Security Professionals assist clients, and the public at large, by providing essential jobs that keep our communities safe and secure. During this time, we need your help ...",https://click.appcast.io/track/5clg6wf?cs=1n&jg=fsz&bid=qL8H-w6eAl9OmGorQ3Tfcw==&cid=7d238ca1-989a-4273-86eb-8bd572b44620,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,ACCOUNT MANAGER LANDSCAPE MAINTENANCE,"Carlsbad, CA",Newfield Careers,"ACCOUNT MANAGER LANDSCAPE MAINTENANCE Solana Beach, CA MARQUEE CLIENT PORTFOLIO! GREAT COMPANY CULTURE! SUMMARY The Account Manager is familiar with all aspects of commercial landscape maintenance ...",https://www.ziprecruiter.com/jobs/rejuvcryo-wellness-97fcaf96/receptionist-customer-service-6e12a335?lvk=WYNxAujWWEKrmfdDJm0rrA.--LoBGTdqYw,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,"Truck Driver - Flexible Home Time - Earn Up to $80,000/Year + No-Touch","Vista, CA","Transport Designs, Inc.",Now Hiring CDL-A Company Drivers & Owner Operators Flexible Home Time - No-Touch Freight Company Drivers earn up to $80k per year Owner Operators earn up to $160K per year. Receive 100% Fuel ...,https://www.shipt.com/be-a-shopper/?rx_job=uhptdj-carlsbad-ca-20201106&utm_source=ziprecruiter&utm_medium=job_board_promoted&utm_campaign=cpc_job_posting_sandiego&rx_source=ZipRecruiter&rx_campaign=ZipRecruiter100&rx_medium=cpc&rx_ts=20201116T152108Z&rx_job=uhptdj-carlsbad-ca-20201106&rx_group=20201116&rx_p=4b2726f8-35c1-484c-8790-69db8c825e89&rx_viewer=f08c90ea282f11ebb349551ed6adde071b5717eb708247c6b25da8954ae6d167,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Call Center Appointment Scheduler,"Vista, CA",Medical Professionals,Would you like to a chance to get your foot in the door with one of the best places to work? This healthcare group is nationally-recognized for its quality of services. We are looking for friendly ...,https://www.ziprecruiter.com/jobs/property-advantage-inc-e940f9d1/customer-service-representative-07e90618?lvk=yhLNnFStH9quscC2MBnMnw.--Lnw_zah4o,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,2- Vista - Universal Services Representative II,"Vista, CA",Mission Federal Credit Union,"At Mission Federal Credit Union, we're all about people, not profit. When we say,""Your success is our bottom line,""that refers to how we treat our employees as well as our members. Job Title",https://click.appcast.io/track/5wpuaf8?cs=1w&jg=2vu2&bid=MkxfkxHVNHxAv5IA5hXDwQ==&cid=c3e90aa8-d518-4354-81d5-60d2a43af9e4,Part-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representative - PM SHIFT,"Escondido, CA",Aerotek,Position: Customer Service Rep Shift: 3:30pm-12am - must be available any day of the week/weekend Temporary: 7 weeks long Location: Vista Duties: + Help out during ramp season for the holiday rush ...,https://click.appcast.io/track/63uc8mm?cs=cuz&jg=2uaq&bid=Vj1RoCSpN2lX4uCyPxSDCQ==&cid=c7e69a73-255b-40dc-b247-d57fc54447b8,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representative,"Vista, CA",Toolshed Equipment Rental,This position requires a working knowledge of our rental equipment so as to identify our customers needs. A positive and enthusiastic attitude is required when greeting our customers in person and on ...,https://www.ziprecruiter.com/jobs/advanced-diabetes-supply-3a214fa2/medical-account-coordinator-weekends-off-71804b26?lvk=mYfiIfIBG6I2rmAXAt-95g.--LoBCl9SsB,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Member Service Representative I (Teller),"Carlsbad, CA",San Diego County Credit Union,Position Summary: Responsible for transacting business efficiently and accurately on member accounts. Participates in the promotion of the Credit Union products and services to existing and potential ...,https://www.ziprecruiter.com/jobs/advanced-diabetes-supply-3a214fa2/medical-customer-service-representative-entry-level-f24ae57e?lvk=M7UK5em4ifDrG7Q1tC2kHg.--LnwWTVVi-,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representative,"Oceanside, CA",Consumer Goods Company,"National Covers is an on-line manufacturing and seller of recreational covers. These include covers for Boats, Recreational Vehicles, Golf and Patio. The position is an Inside Sales / Customer ...",https://shoppers.instacart.com/role/full-service?utm_campaign=ad_sdo_supply_fss&utm_medium=jobboard&utm_term=recruitics&utm_content=fss-4-sdo-20201106-VISTA-92084&utm_source=ZipRecruiter&rx_ts=20201116T164402Z&rx_job=fss-4-sdo-20201106-VISTA-92084&rx_source=ZipRecruiter&rx_campaign=ZipRecruiter95&rx_group=20201116&rx_c=MN&rx_medium=cpc&ic_role=fss&rx_p=379b930a-6855-46c0-a6be-526da5cc9732&rx_viewer=f709cad1282f11eba2fdb93d47f626e5982779b26c584a29856287890322ede4,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Insurance Sales Agent,"Vista, CA",Aflac,"Insurance Agent Aflac isn't a conventional opportunity We're an unconventional company looking for unconventional people. If you're outgoing, entrepreneurial, and motivated, it might be time to ...",https://www.ziprecruiter.com/jobs/marquee-staffing-cb-ecfe3693/golf-customer-service-representative-260bdbe8?lvk=rFSyE8IlsrHp7oLBaIXIPg.--Lo0_eMbdk,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/da47389a.jpeg=s64x64,Sales Representative,"Escondido, CA",SOLAR BROKERS,"The Solar Energy Industry is GROWING AT A RECORD PACE! Solar energy in the United States is Booming! * In 2019, the solar industry generated $18 billion of investment in the American economy",https://www.ziprecruiter.com/jobs/hb-staffing-919f5710/customer-service-assistant-822670df?lvk=F0XjQBkDFexLXc92aBnrqQ.--LnvoDS3s-,Contractor
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/bd9cf276.jpeg=s64x64,Customer Service Representative,"Carlsbad, CA",High Quality Water,"Looking for friendly, self motivated individuals to conduct a 30 second survey with customers inside Home Depot stores. Average surveyor wage between $18 and $21 /hr!!!! High Quality Water, a leader ...",https://click.appcast.io/track/63tb6e7?cs=cuz&jg=34ad&bid=Vj1RoCSpN2lX4uCyPxSDCQ==&cid=050d2ed3-9514-46fc-97c4-218b2b4c978c,Part-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Retail Security Officer-Carlsbad,"San Diego, CA",Allied Universal,"At Allied Universal® our Security Professionals assist clients, and the public at large, by providing essential jobs that keep our communities safe and secure. During this time, we need your help ...",https://kelly.secure.force.com/CandidateExperience/CandExpJobDetails?id=a7V2E0000005BBh&rx_source=ziprecruiter&utm_source=ziprecruiter&utm_medium=cpc&utm_campaign=paid_b2c_always-on&utm_content=ziprecruiter_always-on,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/362e26e6.png=s64x64,Customer Care Agent (Retention),"Valley Center, CA",PrideStaff,"Customer Care Agent (Retention) Our client, based in Rancho Bernardo, is looking for an additional Customer Care (Retention) Agent due to further growth. This is a great opportunity for someone who ...",https://click.appcast.io/track/5x3tyyg?cs=d8x&jg=2z26&bid=viVMAPGFWwJQTmWThIkjXQ==&cid=b7a14e80-ed92-40b6-b53e-8a2ab0976a5e,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/e1b37206.jpeg=s64x64,Service Manager,"San Marcos, CA","Brax Company, Inc",The Service Manager shall be responsible for the overall service operations management. The SM shall manage each of his/her direct reports and work with other deparments to establish a standard of ...,https://www.ziprecruiter.com/jobs/morphius-corp-51161d08/customer-service-representative-work-from-home-f08f6bc7?lvk=uGGu4NtjfxJVOqhTxAnZtQ.--LnvyqtVtZ,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Order Entry Customer Service Representative,"Escondido, CA",Fluid Components International,Join the world leader in thermal mass flow meter technology. FCI began in 1964 by pioneering the development and application of thermal dispersion flow and level sensing technology. The Company is ...,https://drive4united.com/lease-purchase?utm_source=ziprecruiter&utm_medium=cpc&utm_campaign=lp_hhg_ca_ziprecruiter&r=leadflex_zip_lp_uni_hhg&id=86743-86705-522089747,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/2a1e2fbc.jpeg=s64x64,Office Shipping Clerk,"Vista, CA",Hireground Personnel Services,"Full time Shipping Clerk in a office environment Oversees and keeps records of all shipping and receiving. Responsible for organizing, sorting, and transferring goods from one location to another",https://www.ziprecruiter.com/jobs/ail-354113d7/customer-service-representative-virtual-interview-6be2cfe7?lvk=Ii1AVrymEvtVgW6FeQh1aw.--LoDjvZVlR,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,-Customer Service and Sales Representative,"Oceanside, CA",Wilber Rendon-District Office,The Customer Service and Sales Representative (CSSR) will work to maximize positive customer experiences by responding to customer inquiries and resolving issues as they arise. They will communicate ...,https://www.ziprecruiter.com/jobs/edco-waste-and-recycling-8c42c3e0/customer-service-representative-5a7e1614?lvk=zdjuEAXGyzIEuXbVxLWJDg.--LnkuusEI-,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Licensed Life Insurance Agent - Free Inbound Leads (Sales License Required),"Carlsbad, CA",Assurance,"Requirements: * Have an insurance sales license in one (1) or more states * High-speed internet, reliable computer, and headset with microphone * History of compliant insurance sales practice ...",https://click.appcast.io/track/5yl1eq3?cs=1w&jg=2tzb&bid=enfIXWrJlRWKdiRSoZkstQ==&cid=3dc0a2c1-b161-4e0a-8ac1-21b638645adf,
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,CDL-A Lease Purchase Truck Driver - $1.00-MILE BASE PAY!,"San Diego, CA",John Christner Trucking,Call Today to Learn More About Our NO CASH DOWN Lease Purchase Program for Solos! John Christner Trucking is moving critical fresh food loads to restock shelves and need hard working professionals ...,https://www.ziprecruiter.com/jobs/ars-national-services-inc-2d029e25/call-center-representative-abb9c77c?lvk=7_G9yf7UGA25-sG4V2IVlw.--LoDqWBBMs,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/74a066d1.jpg=s64x64,Insurance Agent/Virtual - Leads and Training Provided!,"Vista, CA",HealthMarkets Insurance Agency,During these unprecedented times the HealthMarkets career opportunity gives you the capability to work-from-home and build your business by virtually connecting with your clients. We offer you year ...,https://kelly.secure.force.com/CandidateExperience/CandExpJobDetails?id=a7V2E0000005C5D&rx_source=ziprecruiter&utm_source=ziprecruiter&utm_medium=cpc&utm_campaign=paid_b2c_always-on&utm_content=ziprecruiter_always-on,
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Client Service Coordinator,"Encinitas, CA",H&R Block,"386860BR Title: Client Service Coordinator What you'll do... : Joining H&R Block as a seasonal Receptionist means you'll relentlessly focus on how to wow clients now, and in the future. You'll need ...",https://drive4united.com/united-specialized-goods?utm_source=ziprecruiter&utm_medium=cpc&utm_campaign=spec_ca_ziprecruiter&r=leadflex_zip_specialized&id=86744-39999-2123496079,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Success Representative,"Temecula, CA",SheBird,"· Answer incoming customer requests regarding product: general product information, fit, material, handling and care, exchanges, refunds, billing issues, etc · Responsible in assisting Operations ...",https://www.ziprecruiter.com/jobs/sedona-staffing-san-diego-1f27cc51/customer-service-retention-specialist-ccc5e928?lvk=7fbsJOgV_er24dwpGmQM-Q.--Lo8kfoGEB,Part-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/7bfd8584.jpeg=s64x64,Bilingual Sales Professional,"Vista, California",New York Life Insurance Company,"New York Life is seeking Bilingual professionals who want to build an insurance & financial business with the potential to earn a significant income, set their own pace and maintain a flexible ...",https://www.ziprecruiter.com/jobs/terminix-39580cfc/outside-sales-professional-c7718f72?lvk=5wi_JOi8ZfEx6B3QTuMruA.--LmhJ2OyqJ,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Local CDL A Driver,"Vista, CA",SRS Distribution,"You are in the driver's seat with a career at Roofline, an SRS Distribution company. We are a leading wholesale distributor of roofing and building materials and need Drivers to grow our business. We ...",https://www.ziprecruiter.com/jobs/pridestaff-b9ca024a/shipping-and-receiving-associate-warehouse-4b7e684d?lvk=Na-6mExSWBMLIR0_i1yyzg.--LnN-BQbOs,Full-Time
